,Unnamed: 0,date,prcp,tmax,tmin,vp,srad,runoff
4858,4858,1993-04-24,3.9376854454048726,8.226739547877106,-2.581691150125403,508.84991938373344,389.78211214618415,2.64
4859,4859,1993-04-25,7.978573707900394,9.469742307864564,-0.2975277547040151,601.8769258330348,354.5826316732354,2.656
4860,4860,1993-04-26,6.317308984235042,5.745120336572913,-1.4671908590111071,551.479129344321,282.6327929057685,2.856
4861,4861,1993-04-27,2.7238553469858475,7.716230741669652,-1.7505696323002509,540.6619491221784,391.5019706198496,2.8
4862,4862,1993-04-28,4.189910440366356,9.53417024028126,-3.697381091006808,466.6628448584737,424.3250627015407,2.72
4863,4863,1993-04-29,13.025202380419204,5.052013587199928,0.3405123594113893,626.456198495163,185.9546757434612,2.92
4864,4864,1993-04-30,8.478717165666428,7.490544383733429,0.61664279786031,643.412038695808,279.864295951272,3.664
4865,4865,1993-05-01,5.031522569755464,12.302397774095306,-0.5562092020109279,588.933088498746,422.9795772124687,3.8
4866,4866,1993-05-02,1.1274631873376475,10.38911204541383,-0.0365066364306098,614.5679863848084,464.2375044786815,4.28
4867,4867,1993-05-03,11.266295402633464,12.155653775528483,-1.5340056137473128,547.1126388391258,433.86595306341815,4.808
4868,4868,1993-05-04,8.004446490953063,3.9492547893900034,-0.3889394587233518,595.6589931924042,180.32331601576496,5.232
4869,4869,1993-05-05,1.5390541024722322,14.249804057685417,1.1586564165509674,666.0608652812612,507.3393049086349,4.936
4870,4870,1993-05-06,6.938459417547474,6.916352225904694,1.813357247626299,702.9123969903261,220.4115012540308,5.384
4871,4871,1993-05-07,4.276148501881046,5.712647796488714,-1.1298603316183715,567.2416696524543,305.4331780723755,5.776
4872,4872,1993-05-08,9.663557248745969,5.966395193255106,-1.354998226022259,556.534575420996,310.687970261555,5.336
4873,4873,1993-05-09,0.0,14.165753202257257,-2.090544593671623,527.9845037620925,622.5080616266571,4.88
4874,4874,1993-05-10,0.0,23.600599583482623,0.0960372656914804,609.9867431028305,645.4477785739878,4.952
4875,4875,1993-05-11,0.0,26.3945494446435,3.849151009942673,793.2701540666428,630.9449570046578,6.4
4876,4876,1993-05-12,0.0,27.041912061089214,5.041683928251523,862.8032963095665,622.1987638839125,9.12
4877,4877,1993-05-13,0.0,26.139270198853456,5.138634785919026,868.9944464349695,616.3126119670369,11.52
4878,4878,1993-05-14,0.0,24.398026021139376,5.313618620678072,881.7812611967037,602.0201540666428,13.36
4879,4879,1993-05-15,0.0,23.457732443568613,4.442805138167324,835.2121999283411,599.0210050161232,14.16
4880,4880,1993-05-16,0.0,21.356421869401647,4.596718176168936,849.2846649946256,571.6186850591185,13.28
4881,4881,1993-05-17,0.0,22.149124697689,3.278484414188463,771.0396811178789,592.3425295592978,12.56
4882,4882,1993-05-18,0.0,24.09193613400215,4.124009091723397,814.7305625223934,592.0861250447869,11.68
4883,4883,1993-05-19,0.1431135876722892,24.199793980652096,4.9349338554729485,863.2142601218202,573.6044428520244,11.6
4884,4884,1993-05-20,5.915187768720888,18.11255346426012,4.957925586707273,873.5234682909352,364.66136689358655,11.68
4885,4885,1993-05-21,4.750745280589395,13.210616994356862,4.490246971291652,854.135704048728,273.0178027588678,11.52
4886,4886,1993-05-22,1.2275278657963096,10.47075630934253,1.6536724838207633,702.1233876746686,353.8020870655679,10.0
4887,4887,1993-05-23,0.0,13.872072061984952,0.2517341332211797,626.2208437835901,508.42395198853455,8.4
4888,4888,1993-05-24,0.0,19.34447078780007,0.2860695248818747,619.7442672877105,584.9318344679326,7.296
4889,4889,1993-05-25,20.72367375044787,24.347262965782875,3.0353672378851666,760.805266929416,441.1651289860265,6.992
4890,4890,1993-05-26,0.0108169116926039,19.70845882972053,4.712733871148334,856.419921175206,499.9206377642422,10.24
4891,4891,1993-05-27,3.113708474225188,23.053639208616985,4.519430479666786,847.3311537083482,457.5427714080975,9.04
4892,4892,1993-05-28,4.902389936402723,19.38484750089573,4.373640300295593,840.6561268362594,374.2891436761017,8.72
